1.50,6,4,71.7,73,3,2,9637
1.64,2,8,69.3,81,3,2,9638
1.53,3,7,73.5,69,3,3,9640
1.50,6,3,69.5,70,2,2,9643
1.71,6,6,75.6,74,2,2,9644
1.50,4,7,77.6,75,3,3,9648
1.50,3,8,71.6,66,2,2,9655
1.67,6,5,73.4,72,1,1,9664
1.70,2,8,74.8,77,3,3,9670
1.70,2,8,74.8,77,3,3,9670
1.60,6,4,72.2,74,2,1,9673
1.50,4,7,70.8,80,3,2,9676
1.50,5,6,74.5,73,2,1,9688
1.62,5,7,73.8,73,2,2,9689
1.62,5,7,73.8,73,2,2,9689
1.50,4,7,76.3,71,2,2,9700
1.50,5,6,71.4,72,2,2,9700
1.51,5,7,73.4,70,2,1,9702
1.51,4,7,75.2,72,2,2,9710
1.50,4,7,77.1,70,2,2,9711
1.50,4,7,70.9,75,3,3,9711
1.72,6,6,71.4,76,3,2,9712
1.50,6,4,73.6,72,1,1,9715
1.51,3,8,75.3,66,2,2,9718
1.50,5,7,68.5,77,3,2,9725
1.50,4,6,72.7,70,3,1,9726
1.50,4,7,70.8,80,3,2,9727
1.56,4,6,70.9,80,3,3,9727
1.51,5,7,73.4,70,2,1,9728
1.50,3,8,70.4,70,3,2,9729
1.70,6,7,73.8,77,3,2,9730
1.52,4,6,74.4,74,2,1,9731
1.52,5,5,73.2,72,2,1,9731
1.51,3,7,79.5,75,2,1,9732
1.52,5,6,67.2,71,2,2,9732
1.61,1,8,72.3,74,2,2,9740
1.61,1,8,72.3,74,2,2,9740
1.50,3,7,73.9,77,3,3,9750
1.71,6,6,70.6,72,3,1,9762
1.71,6,6,73.6,75,3,2,9762
1.50,4,7,70.9,75,3,3,9764
1.50,4,7,77.1,70,2,2,9764
1.50,4,8,70.4,73,2,1,9769
1.54,6,5,73.4,73,2,1,9770
1.56,2,7,76.9,71,2,1,9774
1.63,6,7,74.7,72,2,1,9775
1.60,5,7,73.8,69,1,1,9776
1.50,5,4,77.0,73,2,2,9779
1.52,3,8,78.4,73,2,3,9782
1.52,4,6,74.4,74,2,1,9784
1.52,5,5,73.2,72,2,1,9784
1.50,5,6,71.4,73,3,2,9785
1.53,4,7,72.4,69,2,2,9786
1.50,2,7,76.3,69,3,2,9789
1.50,4,7,73.5,74,3,2,9789
1.53,5,6,73.7,71,2,1,9800
1.50,3,7,73.9,77,3,3,9804
1.54,6,6,70.3,71,1,1,9809
1.71,6,6,73.6,75,3,2,9813
1.71,6,6,70.6,72,3,1,9813
1.52,2,8,74.3,73,3,2,9814
1.51,5,5,72.5,75,2,2,9815
1.50,5,6,72.0,73,2,1,9826
1.50,5,5,72.7,71,2,1,9828
1.50,6,4,71.7,73,3,2,9828
1.53,5,6,73.8,73,2,1,9829
1.62,5,7,73.8,73,2,2,9831
1.62,5,7,73.8,73,2,2,9831
1.53,4,7,72.4,69,2,2,9839
1.50,2,7,76.3,69,3,2,9842
1.50,2,7,76.3,69,3,2,9842
1.50,4,7,73.5,74,3,2,9842
1.51,3,8,75.3,66,2,2,9846
1.52,4,7,72.8,73,2,1,9850
1.56,4,6,70.9,80,3,3,9856
1.63,2,8,69.3,81,3,2,9858
1.55,2,4,78.2,72,2,2,9866
1.70,6,6,70.3,75,3,1,9867
1.51,5,5,72.5,75,2,2,9868
1.73,5,7,73.5,73,2,1,9871
1.50,5,7,73.6,71,2,1,9872
1.55,4,8,72.9,72,2,1,9873
1.51,5,6,73.9,73,2,1,9875
1.52,2,6,78.5,70,3,2,9875
1.52,5,7,69.8,72,2,2,9878
1.50,4,6,74.9,67,2,1,9879
1.50,5,6,72.0,73,2,1,9879
1.71,6,7,72.7,71,2,1,9880
1.50,5,5,72.7,71,2,1,9881
1.50,5,6,71.4,72,2,2,9881
1.50,6,4,71.7,73,3,2,9881
1.53,5,6,73.8,73,2,1,9881
1.51,5,5,74.9,70,2,1,9890
1.55,4,6,77.0,71,3,3,9890
1.51,4,7,76.7,72,2,1,9892
1.51,5,7,72.8,70,3,2,9893
1.53,5,6,73.4,69,3,2,9894
1.57,2,8,72.1,73,3,2,9895
1.51,3,8,75.3,66,2,2,9900
1.53,1,7,72.5,70,2,1,9900
1.53,1,7,72.5,70,2,1,9900
1.50,4,6,74.3,72,1,1,9902
1.51,4,7,73.9,68,2,2,9902
1.80,6,7,71.5,75,3,1,9902
1.53,5,3,76.0,75,2,3,9905
1.50,5,7,68.5,77,3,2,9908
1.56,4,6,70.9,80,3,3,9909
1.51,5,6,71.7,70,3,1,9911
1.60,5,7,73.8,69,1,1,9911
1.52,3,8,78.4,73,2,3,9912
1.64,2,8,69.3,81,3,2,9912
1.51,4,6,74.4,71,2,1,9918
1.51,5,5,75.4,74,2,2,9918
1.72,5,5,73.3,80,3,2,9921
1.50,4,6,71.5,72,1,2,9925
1.50,4,7,72.6,71,3,2,9925
1.52,4,6,74.4,74,2,1,9927
1.51,5,5,73.3,70,2,2,9941
1.51,5,7,72.4,73,2,1,9941
1.50,4,7,77.1,70,2,2,9947
1.51,4,6,72.6,68,1,2,9958
1.53,5,3,76.0,75,2,3,9958
1.50,4,7,65.9,75,3,2,9960
1.63,6,6,68.7,76,3,2,9960
1.50,5,4,77.0,73,2,2,9962
1.61,1,8,72.3,74,2,2,9963
1.61,1,8,72.3,74,2,2,9963
1.52,3,8,78.4,73,2,3,9965
1.52,5,5,73.2,72,2,1,9967
1.52,5,6,73.5,77,2,2,9969
1.51,3,7,80.3,72,3,3,9970
1.50,5,4,72.7,72,2,1,9977
1.56,3,8,68.9,82,3,2,9980
1.62,6,5,72.5,76,2,2,9980
1.62,6,5,72.5,76,2,2,9980
1.53,6,4,73.0,74,2,1,9981
1.57,5,5,72.7,74,3,2,9981
1.52,3,7,70.8,77,3,2,9983
1.50,3,7,73.9,77,3,3,9986
1.53,5,7,74.6,72,2,1,9990
1.52,1,8,72.8,71,3,1,9992
1.72,6,5,69.8,74,3,2,10000
1.50,5,4,74.9,76,2,1,10001
1.50,3,7,70.0,78,3,1,10006
1.50,5,5,74.9,75,3,2,10016
1.61,1,8,72.3,74,2,2,10016
1.61,1,8,72.3,74,2,2,10016
1.52,4,6,78.0,77,3,2,10018
1.53,5,7,69.3,73,3,2,10018
1.70,6,7,73.6,70,2,1,10020
1.56,2,7,76.9,71,2,1,10032
1.51,3,7,71.8,64,3,2,10034
1.52,3,7,73.1,73,2,1,10034
1.52,4,6,74.9,71,4,2,10034
1.51,4,7,68.9,79,3,2,10047
1.56,5,6,71.9,79,3,2,10047
1.72,5,7,73.8,71,3,1,10047
1.51,3,7,80.3,72,3,3,10049
1.51,4,6,74.4,71,2,1,10049
1.51,5,5,72.5,75,2,2,10050
1.59,4,6,72.0,71,3,3,10052
1.61,6,6,71.9,72,2,1,10053
1.61,6,6,71.9,72,2,1,10053
1.65,6,6,74.7,75,1,1,10055
1.65,6,6,74.7,75,1,1,10055
1.53,3,7,73.5,69,3,3,10059
1.50,5,6,72.0,73,2,1,10061
1.54,5,5,72.5,71,3,3,10061
1.50,6,4,71.0,82,3,2,10062
1.50,5,5,72.7,71,2,1,10063
1.50,4,5,65.1,73,3,1,10066
1.52,1,8,68.8,74,2,1,10070
1.71,6,5,73.0,73,2,2,10070
1.51,5,5,67.8,70,2,1,10072
1.82,6,5,71.0,74,3,3,10072
1.67,6,5,73.4,72,1,1,10075
1.52,4,7,72.8,73,2,1,10076
1.80,6,6,75.7,80,3,1,10076
1.53,4,7,74.3,71,3,3,10079
1.75,5,7,73.6,78,3,2,10088
1.75,5,7,73.6,78,3,2,10088
1.51,1,8,70.3,72,2,1,10092
1.51,3,8,71.7,73,2,2,10094
1.52,5,6,67.6,74,3,2,10095
1.52,2,6,78.5,70,3,2,10101
1.51,3,7,80.3,72,3,3,10102
1.51,4,6,74.4,71,2,1,10102
1.51,5,5,72.8,73,2,2,10105
1.50,4,6,74.9,67,2,1,10106
1.71,6,5,71.1,73,2,2,10108
1.50,3,7,70.0,78,3,1,10109
1.50,4,6,74.3,72,1,1,10109
1.50,5,4,72.7,72,2,1,10109
1.70,6,6,72.2,75,1,1,10112
1.54,4,6,75.1,67,2,1,10116
1.50,1,7,76.3,72,3,2,10117
1.50,1,7,76.3,72,3,2,10117
1.63,3,8,71.9,70,2,2,10123
1.51,2,8,72.4,72,2,1,10125
